log start...
11:17:06.151..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:06.676..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:07.191..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:07.719..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:08.229..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:08.739..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:09.239..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:09.749..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:10.259..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:10.769..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:11.279..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:11.782..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:12.311..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:12.821..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:13.331..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:13.841..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:14.351..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:14.861..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:15.371..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:15.874..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:16.399..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:16.919..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:17.451..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:17.951..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:18.461..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:18.971..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:19.481..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:19.991..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:20.501..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:21.011..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:21.521..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:22.034..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:22.544..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:23.054..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:23.554..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:24.064..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:24.564..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:25.074..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:25.584..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:26.097..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:26.617..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:27.142..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:27.667..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:28.177..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:28.677..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:29.187..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:29.687..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:30.197..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:30.707..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:31.207..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:31.717..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:32.217..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:32.717..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:33.227..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:33.737..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:34.247..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:34.757..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:35.267..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:35.769..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:36.297..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:36.820..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:37.360..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:37.870..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:38.380..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:38.890..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:39.400..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:39.900..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:40.410..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:40.920..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:41.430..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:41.940..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:42.450..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:42.960..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:43.470..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:43.980..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:44.490..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:45.000..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:45.510..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:46.015..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:46.535..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:47.060..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:47.590..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:48.100..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:48.600..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:49.110..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:49.620..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:50.130..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:50.630..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:51.140..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:51.640..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:52.150..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:52.650..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:53.160..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:53.660..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:54.170..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:54.670..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:55.180..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:55.690..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:56.205..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:56.727..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:57.262..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:57.787..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:58.297..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:58.807..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:59.317..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:17:59.817..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:00.327..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:00.837..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:01.347..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:01.857..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:02.367..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:02.887..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:03.397..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:03.907..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:04.417..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:04.917..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:05.427..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:05.929..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:06.454..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:06.974..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:07.507..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:08.017..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:08.527..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:09.037..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:09.537..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:10.047..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:10.557..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:11.067..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:11.577..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:12.087..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:12.597..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:13.107..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:13.617..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:14.117..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:14.617..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:15.127..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:15.647..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:16.158..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:16.689..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:17.213..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:17.736..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:18.246..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:18.766..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:19.276..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:19.786..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:20.307..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:20.807..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:21.317..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:21.837..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:22.359..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:22.869..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:23.380..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:23.890..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:24.400..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:24.900..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:25.410..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:25.910..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:26.438..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:26.973..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:27.510..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:28.020..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:28.530..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:29.040..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:29.550..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:30.060..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:30.570..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:31.080..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:31.580..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:32.095..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:32.605..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:33.115..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:33.625..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:34.135..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:34.635..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:35.145..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:35.655..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:36.165..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:36.690..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:37.210..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:37.735..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:38.245..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:38.755..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:39.265..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:39.776..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:40.286..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:40.796..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:41.316..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:41.836..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:42.346..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:42.856..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:43.366..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:43.876..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:44.386..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:44.896..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:45.406..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:45.911..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:46.433..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:46.963..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:47.501..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:48.011..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:48.521..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:49.031..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:49.541..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:50.051..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:50.551..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:51.061..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:51.571..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:52.071..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:52.581..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:53.091..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:53.601..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:54.111..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:54.611..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:55.121..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:55.631..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:56.136..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:56.658..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:57.178..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:57.711..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:58.221..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:58.731..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:59.231..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:18:59.731..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:00.241..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:00.741..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:01.251..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:01.761..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:02.291..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:02.801..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:03.311..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:03.821..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:04.331..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:04.851..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:05.361..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:05.861..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:06.386..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:06.909..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:07.451..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:07.961..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:08.481..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:08.991..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:09.511..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:10.021..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:10.531..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:11.041..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:11.541..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:12.051..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:12.561..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:13.071..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:13.581..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:14.091..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:14.601..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:15.111..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:15.621..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:16.139..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:16.666..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:17.198..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:17.731..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:18.231..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:18.731..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:19.241..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:19.751..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:20.251..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:20.761..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:21.271..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:21.781..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:22.281..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:22.791..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:23.301..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:23.811..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:24.321..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:24.831..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:25.341..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:25.841..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:26.369..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:26.896..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:27.446..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:27.966..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:28.485..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:28.995..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:29.505..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:30.015..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:30.525..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:31.035..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:31.545..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:32.055..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:32.565..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:33.075..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:33.585..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:34.095..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:34.595..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:35.105..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:35.615..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:36.123..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:36.653..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:37.185..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:37.710..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:38.210..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:38.720..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:39.230..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:39.740..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:40.240..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:40.750..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:41.260..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:41.780..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:42.292..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:42.792..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:43.292..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:43.792..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:44.302..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:44.812..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:45.323..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:45.833..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:46.348..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:46.875..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:47.423..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:47.933..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:48.443..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:48.963..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:49.463..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:49.973..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:50.483..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:50.993..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:51.503..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:52.023..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:52.533..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:53.043..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:53.543..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:54.053..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:54.563..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:55.083..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:55.593..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:56.098..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:56.628..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:57.153..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:57.675..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:58.187..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:58.697..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:59.207..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:19:59.707..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:00.217..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:00.727..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:01.237..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:01.737..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:02.237..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:02.737..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:03.247..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:03.757..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:04.257..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:04.767..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:05.277..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:05.797..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:06.320..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:06.853..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:07.390..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:07.900..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:08.410..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:08.920..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:09.430..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:09.940..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:10.450..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:10.960..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:11.470..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:11.980..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:12.490..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:13.000..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:13.510..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:14.010..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:14.520..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:15.040..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:15.550..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:16.073..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:16.595..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:17.117..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:17.649..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:18.149..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:18.659..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:19.169..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:19.669..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:20.199..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:20.709..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:21.209..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:21.709..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:22.219..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:22.729..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:23.239..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:23.749..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:24.269..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:24.779..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:25.289..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:25.799..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:26.319..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:26.847..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:27.392..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:27.902..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:28.425..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:28.935..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:29.445..[local]..get hq running..cli_thread_getlastPrice-p-87100
11:20:29.955..[local]..get hq running..cli_thread_getlastPrice-p-87100
