log start...
10:20:33.699..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:34.244..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:34.787..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:35.331..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:35.877..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:36.420..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:36.967..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:37.510..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:38.057..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:38.598..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:39.143..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:39.686..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:40.227..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:40.769..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:41.312..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:41.860..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:42.405..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:42.953..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:43.504..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:44.051..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:44.598..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:45.150..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:45.692..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:46.238..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:46.784..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:47.330..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:47.875..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:48.420..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:48.961..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:49.507..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:50.052..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:50.597..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:51.143..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:51.689..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:52.233..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:52.779..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:53.322..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:53.869..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:54.414..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:54.961..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:55.505..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:56.050..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:56.592..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:57.139..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:57.684..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:58.231..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:58.774..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:59.320..[local]..get hq running..cli_thread_getlastPrice-1111
10:20:59.865..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:00.410..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:00.956..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:01.502..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:02.046..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:02.595..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:03.141..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:03.687..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:04.232..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:04.785..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:05.327..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:05.872..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:06.420..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:06.966..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:07.512..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:08.058..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:08.602..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:09.144..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:09.690..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:10.234..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:10.778..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:11.322..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:11.870..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:12.416..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:12.961..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:13.507..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:14.055..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:14.598..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:15.143..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:15.686..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:16.233..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:16.777..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:17.319..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:17.866..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:18.412..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:18.958..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:19.507..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:20.053..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:20.597..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:21.142..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:21.691..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:22.236..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:22.781..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:23.326..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:23.872..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:24.416..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:24.963..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:25.507..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:26.052..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:26.596..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:27.141..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:27.690..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:28.234..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:28.780..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:29.321..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:29.868..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:30.413..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:30.959..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:31.500..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:32.043..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:32.589..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:33.133..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:33.675..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:34.222..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:34.768..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:35.315..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:35.865..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:36.409..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:36.956..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:37.504..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:38.052..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:38.595..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:39.143..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:39.690..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:40.235..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:40.779..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:41.322..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:41.869..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:42.415..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:42.961..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:43.502..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:44.047..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:44.593..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:45.136..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:45.683..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:46.230..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:46.777..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:47.320..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:47.865..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:48.408..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:48.953..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:49.499..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:50.047..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:50.591..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:51.138..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:51.683..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:52.230..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:52.772..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:53.320..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:53.866..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:54.411..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:54.956..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:55.500..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:56.046..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:56.594..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:57.139..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:57.683..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:58.225..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:58.770..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:59.314..[local]..get hq running..cli_thread_getlastPrice-1111
10:21:59.863..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:00.417..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:00.976..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:01.585..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:02.188..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:02.698..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:03.296..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:03.857..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:04.384..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:04.902..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:05.447..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:05.990..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:06.525..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:07.035..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:07.545..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:08.065..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:08.575..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:09.085..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:09.595..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:10.105..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:10.615..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:11.125..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:11.635..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:12.145..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:12.655..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:13.195..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:13.705..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:14.215..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:14.717..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:15.260..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:15.805..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:16.355..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:16.865..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:17.375..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:17.885..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:18.395..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:18.905..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:19.415..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:19.925..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:20.435..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:20.945..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:21.455..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:21.965..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:22.475..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:22.985..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:23.495..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:24.005..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:24.515..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:25.041..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:25.584..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:26.126..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:26.646..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:27.156..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:27.669..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:28.179..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:28.689..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:29.199..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:29.709..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:30.220..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:30.730..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:31.240..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:31.750..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:32.260..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:32.770..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:33.300..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:33.810..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:34.330..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:34.840..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:35.382..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:35.925..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:36.460..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:36.970..[local]..get hq running..cli_thread_getlastPrice-1111
10:22:37.480..[local]..get hq running..cli_thread_getlastPrice-p-20100
10:22:37.990..[local]..get hq running..cli_thread_getlastPrice-p-20100
10:22:38.500..[local]..get hq running..cli_thread_getlastPrice-p-20100
10:22:39.010..[local]..get hq running..cli_thread_getlastPrice-p-20100
10:22:39.520..[local]..get hq running..cli_thread_getlastPrice-p-20100
10:22:40.030..[local]..get hq running..cli_thread_getlastPrice-p-20100
10:22:40.540..[local]..get hq running..cli_thread_getlastPrice-p-20100
10:22:41.050..[local]..get hq running..cli_thread_getlastPrice-p-20100
